YEAR,MO,DY,PRECTOTCORR,TS
1984,12,26,0.0,19.73
1984,12,27,0.0,19.93
1984,12,28,0.0,20.21
1984,12,29,0.0,20.51
1984,12,30,0.0,21.1
1984,12,31,0.0,21.7
1985,1,1,0.0,21.98
1985,1,2,0.0,22.18
1985,1,3,0.0,22.0
1985,1,4,0.0,20.98
1985,1,5,0.0,21.42
1985,1,6,7.2,20.81
1985,1,7,0.19,21.75
1985,1,8,0.0,22.2
1985,1,9,0.01,22.38
1985,1,10,1.63,22.09
1985,1,11,0.03,22.4
1985,1,12,0.08,20.61
1985,1,13,1.52,19.22
1985,1,14,0.03,17.89
1985,1,15,0.38,18.78
1985,1,16,0.0,20.11
1985,1,17,0.0,21.28
1985,1,18,0.0,20.27
1985,1,19,0.0,20.82
1985,1,20,0.0,21.29
1985,1,21,0.0,22.38
1985,1,22,0.0,23.49
1985,1,23,0.14,23.88
1985,1,24,0.0,23.32
1985,1,25,0.11,23.28
1985,1,26,1.36,22.75
1985,1,27,0.75,23.28
1985,1,28,0.3,23.74
1985,1,29,0.0,23.23
1985,1,30,0.0,23.87
1985,1,31,0.0,23.97
1985,2,1,0.0,23.67
1985,2,2,0.0,24.17
1985,2,3,0.0,22.03
1985,2,4,0.0,21.31
1985,2,5,0.0,21.27
1985,2,6,0.0,20.01
1985,2,7,0.0,18.93
1985,2,8,0.0,18.81
1985,2,9,0.0,20.57
1985,2,10,0.0,21.0
1985,2,11,0.0,21.1
1985,2,12,0.0,20.05
1985,2,13,0.0,20.55
1985,2,14,0.0,21.84
1985,2,15,0.0,23.27
1985,2,16,0.0,20.85
1985,2,17,0.0,19.92
1985,2,18,0.04,18.58
1985,2,19,0.0,18.0
1985,2,20,0.0,17.52
1985,2,21,0.0,17.13
1985,2,22,0.0,18.64
1985,2,23,0.0,19.54
1985,2,24,0.0,21.53
1985,2,25,0.0,23.77
1985,2,26,0.0,24.16
1985,2,27,0.0,22.35
1985,2,28,0.0,21.99
1985,3,1,0.0,21.81
1985,3,2,0.0,24.29
1985,3,3,0.15,25.28
1985,3,4,1.5,25.39
1985,3,5,0.28,25.47
1985,3,6,0.0,24.08
1985,3,7,0.0,24.03
1985,3,8,0.0,23.47
1985,3,9,0.0,23.23
1985,3,10,0.0,22.9
1985,3,11,0.0,22.76
1985,3,12,0.0,22.86
1985,3,13,0.0,23.68
1985,3,14,0.0,25.08
1985,3,15,0.0,25.46
