YEAR,MO,DY,PRECTOTCORR,TS
1984,1,9,0.73,19.2
1984,1,10,1.92,18.78
1984,1,11,0.19,18.52
1984,1,12,0.0,18.41
1984,1,13,0.0,17.82
1984,1,14,0.0,18.06
1984,1,15,0.0,18.15
1984,1,16,0.0,18.61
1984,1,17,0.0,18.19
1984,1,18,0.0,18.16
1984,1,19,0.0,19.0
1984,1,20,0.0,19.49
1984,1,21,0.0,18.83
1984,1,22,0.0,18.65
1984,1,23,0.0,19.41
1984,1,24,0.0,21.23
1984,1,25,0.03,21.38
1984,1,26,0.12,21.05
1984,1,27,0.02,22.16
1984,1,28,0.02,21.85
1984,1,29,0.05,21.0
1984,1,30,3.84,20.68
1984,1,31,5.87,20.8
1984,2,1,0.16,22.27
1984,2,2,0.15,21.83
1984,2,3,0.0,21.02
1984,2,4,0.0,19.96
1984,2,5,0.0,19.48
1984,2,6,0.0,19.85
1984,2,7,0.0,20.44
1984,2,8,0.01,20.89
1984,2,9,0.01,21.18
1984,2,10,0.0,20.95
1984,2,11,0.0,20.09
1984,2,12,0.0,20.25
1984,2,13,0.0,20.74
1984,2,14,0.0,20.53
1984,2,15,0.0,20.59
1984,2,16,0.0,21.2
1984,2,17,0.0,21.1
1984,2,18,0.0,20.58
1984,2,19,0.0,20.87
1984,2,20,0.0,21.6
1984,2,21,0.0,21.88
1984,2,22,0.0,22.11
1984,2,23,0.0,22.69
1984,2,24,0.0,23.09
1984,2,25,0.68,23.47
1984,2,26,1.26,23.57
1984,2,27,0.68,24.54
1984,2,28,2.45,24.46
1984,2,29,1.98,20.98
1984,3,1,0.12,23.73
1984,3,2,0.02,25.07
1984,3,3,0.02,24.78
1984,3,4,13.48,24.39
1984,3,5,0.13,23.12
1984,3,6,0.0,23.11
1984,3,7,0.0,23.07
1984,3,8,0.0,24.22
1984,3,9,0.0,24.93
1984,3,10,0.0,24.45
1984,3,11,0.0,23.68
1984,3,12,0.22,24.27
1984,3,13,0.5,24.72
1984,3,14,7.27,25.01
1984,3,15,7.86,24.2
1984,3,16,0.43,25.34
1984,3,17,0.0,25.03
1984,3,18,0.0,23.95
1984,3,19,0.0,23.84
1984,3,20,0.12,24.11
1984,3,21,0.09,26.39
1984,3,22,0.24,26.3
1984,3,23,0.01,26.77
1984,3,24,0.01,27.25
1984,3,25,1.52,27.06
1984,3,26,2.04,26.3
1984,3,27,0.52,27.01
1984,3,28,0.02,26.65
1984,3,29,0.07,27.06
1984,3,30,0.02,27.79
1984,3,31,0.06,27.92
1984,4,1,30.54,26.88
1984,4,2,0.35,25.25
1984,4,3,0.25,25.38
1984,4,4,0.4,25.13
1984,4,5,0.07,25.78
1984,4,6,0.19,25.72
1984,4,7,0.39,27.13
1984,4,8,3.13,25.24
1984,4,9,0.52,27.17
1984,4,10,0.06,26.64
1984,4,11,0.13,25.78
1984,4,12,0.79,25.84
1984,4,13,0.66,27.06
1984,4,14,1.88,25.54
1984,4,15,1.66,22.73
1984,4,16,3.64,23.76
1984,4,17,4.16,23.66
1984,4,18,1.4,21.6
1984,4,19,2.05,22.5
1984,4,20,0.42,24.03
1984,4,21,2.24,25.45
1984,4,22,0.52,25.24
1984,4,23,0.02,25.94
1984,4,24,5.28,25.93
1984,4,25,7.15,25.17
1984,4,26,2.27,23.47
1984,4,27,1.27,24.21
1984,4,28,0.23,25.58
1984,4,29,0.25,24.66
1984,4,30,0.32,25.58
1984,5,1,1.21,25.71
1984,5,2,0.95,26.2
1984,5,3,1.86,25.89
1984,5,4,0.78,26.16
1984,5,5,4.21,26.02
1984,5,6,2.29,25.07
1984,5,7,4.25,22.62
1984,5,8,5.78,19.82
1984,5,9,6.24,20.73
1984,5,10,5.62,20.73
1984,5,11,7.22,21.28
1984,5,12,10.89,20.9
1984,5,13,16.58,21.59
1984,5,14,6.88,22.54
1984,5,15,6.01,21.07
1984,5,16,7.67,20.19
1984,5,17,25.26,19.01
1984,5,18,13.64,17.56
1984,5,19,33.88,18.89
1984,5,20,17.48,18.82
1984,5,21,4.44,19.06
1984,5,22,2.27,18.81
1984,5,23,2.61,19.92
1984,5,24,4.08,18.46
1984,5,25,5.82,18.22
1984,5,26,7.44,19.44
1984,5,27,6.99,19.64
1984,5,28,14.41,19.38
1984,5,29,14.42,19.33
1984,5,30,30.67,19.56
1984,5,31,1.65,18.99
1984,6,1,3.1,18.64
1984,6,2,3.2,18.94
1984,6,3,11.36,16.81
1984,6,4,9.28,16.12
1984,6,5,8.32,18.1
1984,6,6,6.09,18.46
1984,6,7,4.07,18.34
1984,6,8,4.13,18.01
1984,6,9,6.65,18.28
1984,6,10,5.68,18.71
1984,6,11,1.41,18.83
1984,6,12,0.88,19.28
1984,6,13,1.26,19.66
1984,6,14,1.52,18.8
1984,6,15,3.22,17.96
1984,6,16,8.07,17.65
1984,6,17,7.21,17.71
1984,6,18,2.44,17.81
1984,6,19,6.33,17.7
1984,6,20,7.41,17.86
1984,6,21,3.52,17.31
1984,6,22,4.85,17.69
1984,6,23,5.4,16.3
1984,6,24,2.15,18.16
1984,6,25,3.31,18.03
1984,6,26,4.74,18.57
1984,6,27,4.48,17.77
1984,6,28,3.5,18.0
1984,6,29,3.27,17.98
1984,6,30,2.51,18.66
1984,7,1,5.12,18.76
1984,7,2,14.43,18.04
1984,7,3,7.99,17.67
1984,7,4,8.28,16.28
1984,7,5,6.16,17.97
1984,7,6,6.47,19.21
1984,7,7,3.51,19.34
1984,7,8,5.71,18.89
1984,7,9,5.18,18.82
1984,7,10,6.76,18.91
1984,7,11,5.37,17.99
1984,7,12,5.69,18.33
1984,7,13,4.98,18.62
1984,7,14,6.34,18.38
1984,7,15,10.56,17.88
1984,7,16,9.96,16.41
1984,7,17,11.86,17.71
1984,7,18,8.16,18.25
1984,7,19,6.94,17.57
1984,7,20,6.09,17.96
1984,7,21,4.03,16.62
1984,7,22,3.28,16.09
1984,7,23,4.03,18.11
1984,7,24,5.87,18.55
1984,7,25,6.39,18.39
1984,7,26,6.81,18.45
1984,7,27,4.97,18.31
1984,7,28,3.46,18.68
1984,7,29,3.4,18.95
1984,7,30,17.03,18.87
1984,7,31,28.57,18.41
1984,8,1,23.08,18.3
1984,8,2,18.83,18.54
1984,8,3,21.11,16.77
1984,8,4,11.02,16.89
1984,8,5,5.95,17.82
1984,8,6,8.83,17.96
1984,8,7,9.17,18.87
1984,8,8,8.27,18.72
1984,8,9,2.52,19.08
1984,8,10,2.34,19.55
1984,8,11,1.8,18.96
1984,8,12,2.25,17.98
1984,8,13,3.12,17.57
1984,8,14,17.77,18.35
1984,8,15,15.57,17.96
1984,8,16,10.88,18.16
1984,8,17,13.8,17.77
1984,8,18,13.4,17.99
1984,8,19,1.69,18.63
1984,8,20,3.85,18.64
1984,8,21,6.12,18.59
1984,8,22,4.99,18.88
1984,8,23,4.86,19.17
1984,8,24,6.65,18.39
1984,8,25,4.78,18.75
1984,8,26,4.54,19.38
1984,8,27,13.18,19.37
1984,8,28,18.71,19.59
1984,8,29,3.07,19.61
1984,8,30,4.06,19.52
1984,8,31,7.15,19.7
1984,9,1,14.94,18.88
1984,9,2,17.65,19.02
1984,9,3,9.63,17.84
1984,9,4,8.73,17.86
1984,9,5,8.71,18.43
1984,9,6,11.31,18.06
1984,9,7,20.72,16.24
1984,9,8,8.86,17.73
1984,9,9,3.6,15.02
1984,9,10,2.46,17.99
1984,9,11,6.46,19.05
1984,9,12,5.47,18.61
1984,9,13,9.08,17.65
1984,9,14,6.05,18.52
1984,9,15,4.78,18.62
1984,9,16,2.04,18.99
1984,9,17,1.07,19.35
1984,9,18,1.19,19.42
1984,9,19,0.57,18.85
1984,9,20,0.18,19.22
1984,9,21,0.24,19.63
1984,9,22,4.81,18.53
1984,9,23,11.36,16.8
1984,9,24,6.37,18.38
1984,9,25,9.7,18.45
1984,9,26,5.83,19.66
1984,9,27,8.29,20.03
1984,9,28,3.86,19.8
1984,9,29,2.77,18.67
1984,9,30,2.75,18.71
1984,10,1,2.98,18.32
1984,10,2,1.56,17.9
1984,10,3,0.08,19.41
1984,10,4,0.02,18.34
1984,10,5,0.0,18.07
1984,10,6,0.0,16.34
1984,10,7,0.01,16.64
1984,10,8,12.07,19.26
1984,10,9,9.64,19.03
1984,10,10,7.08,17.4
1984,10,11,13.94,17.54
1984,10,12,4.12,16.54
1984,10,13,0.11,19.24
1984,10,14,3.08,19.5
1984,10,15,5.59,19.47
1984,10,16,1.22,19.46
1984,10,17,2.38,19.61
1984,10,18,0.89,19.74
1984,10,19,0.05,19.53
1984,10,20,0.06,19.63
1984,10,21,0.01,18.99
1984,10,22,0.02,18.01
1984,10,23,0.55,17.69
1984,10,24,0.39,17.96
1984,10,25,0.04,18.14
1984,10,26,0.14,18.37
1984,10,27,0.07,17.84
1984,10,28,0.47,17.75
1984,10,29,0.68,18.37
1984,10,30,0.7,18.93
1984,10,31,4.74,19.82
1984,11,1,2.26,20.18
1984,11,2,0.31,20.17
1984,11,3,0.11,20.06
1984,11,4,0.18,19.75
1984,11,5,1.18,17.56
1984,11,6,0.34,17.49
1984,11,7,2.21,18.44
1984,11,8,1.53,18.95
1984,11,9,1.39,20.02
1984,11,10,0.86,19.25
1984,11,11,0.15,18.61
1984,11,12,0.16,19.27
1984,11,13,2.3,19.94
1984,11,14,1.95,18.32
1984,11,15,1.56,17.67
1984,11,16,1.03,19.32
1984,11,17,0.09,18.89
1984,11,18,0.0,18.45
1984,11,19,0.0,17.99
1984,11,20,0.05,18.38
1984,11,21,0.06,19.56
1984,11,22,0.67,20.12
1984,11,23,0.61,20.33
1984,11,24,0.09,20.33
1984,11,25,0.18,19.37
1984,11,26,0.48,19.51
1984,11,27,0.0,19.5
1984,11,28,0.02,19.91
1984,11,29,0.01,20.39
1984,11,30,0.12,21.53
1984,12,1,1.04,21.4
1984,12,2,0.06,20.49
1984,12,3,0.0,19.35
1984,12,4,0.0,18.99
1984,12,5,0.0,18.81
1984,12,6,0.0,17.68
1984,12,7,0.0,16.79
1984,12,8,0.02,18.15
1984,12,9,3.44,18.92
1984,12,10,2.75,20.01
1984,12,11,0.26,19.8
1984,12,12,2.37,20.27
1984,12,13,0.36,21.11
1984,12,14,0.26,20.88
1984,12,15,0.08,20.9
1984,12,16,0.0,20.27
1984,12,17,0.0,18.24
1984,12,18,0.01,18.47
1984,12,19,0.02,19.1
1984,12,20,0.03,20.53
1984,12,21,0.0,21.53
1984,12,22,0.3,21.12
1984,12,23,0.67,20.64
1984,12,24,0.0,21.1
1984,12,25,0.55,20.41
1984,12,26,0.03,19.54
1984,12,27,0.0,20.35
1984,12,28,0.02,20.54
1984,12,29,0.01,20.21
1984,12,30,0.01,20.78
1984,12,31,0.0,20.6
1985,1,1,0.0,20.64
1985,1,2,0.0,21.44
1985,1,3,0.0,21.07
1985,1,4,0.0,20.2
1985,1,5,0.0,20.62
1985,1,6,0.0,20.85
1985,1,7,0.0,21.74
1985,1,8,0.0,22.57
1985,1,9,0.03,23.56
1985,1,10,1.76,23.31
1985,1,11,0.23,22.36
1985,1,12,0.0,22.14
1985,1,13,0.0,21.28
1985,1,14,0.0,20.66
1985,1,15,0.0,20.34
1985,1,16,0.0,21.17
1985,1,17,0.0,21.96
1985,1,18,0.0,22.65
