YEAR,MO,DY,PRECTOTCORR,TS
1984,1,11,0.02,17.34
1984,1,12,0.0,17.54
1984,1,13,0.0,17.74
1984,1,14,0.0,17.74
1984,1,15,0.0,17.43
1984,1,16,0.0,17.37
1984,1,17,0.0,16.86
1984,1,18,0.0,17.52
1984,1,19,0.0,18.15
1984,1,20,0.0,18.9
1984,1,21,0.0,19.37
1984,1,22,0.0,19.65
1984,1,23,0.0,19.63
1984,1,24,0.0,19.97
1984,1,25,0.0,19.68
1984,1,26,0.05,20.17
1984,1,27,0.0,21.1
1984,1,28,0.01,21.21
1984,1,29,0.26,21.74
1984,1,30,0.77,20.93
1984,1,31,0.47,20.83
1984,2,1,0.21,20.77
1984,2,2,0.0,20.9
1984,2,3,0.01,20.5
1984,2,4,0.0,20.27
1984,2,5,0.0,20.5
1984,2,6,0.0,21.07
1984,2,7,0.0,20.78
1984,2,8,0.0,21.07
1984,2,9,0.0,20.31
1984,2,10,0.0,19.61
1984,2,11,0.0,18.95
1984,2,12,0.0,18.6
1984,2,13,0.0,18.8
1984,2,14,0.0,18.94
1984,2,15,0.0,19.87
1984,2,16,0.0,19.9
1984,2,17,0.0,19.86
1984,2,18,0.0,18.71
1984,2,19,0.0,17.8
1984,2,20,0.0,18.5
1984,2,21,0.0,19.18
1984,2,22,0.0,19.06
1984,2,23,0.0,19.39
1984,2,24,0.0,19.75
1984,2,25,0.0,20.77
1984,2,26,0.0,22.09
1984,2,27,0.0,23.2
1984,2,28,0.0,23.59
1984,2,29,0.0,22.79
1984,3,1,0.0,21.7
1984,3,2,0.84,21.95
1984,3,3,0.03,23.14
1984,3,4,0.05,21.57
1984,3,5,0.22,21.99
1984,3,6,0.21,23.03
1984,3,7,0.0,23.43
1984,3,8,0.0,23.43
1984,3,9,0.0,24.5
1984,3,10,0.01,24.27
1984,3,11,0.0,23.73
1984,3,12,0.01,23.99
1984,3,13,0.17,23.65
1984,3,14,0.27,24.34
1984,3,15,0.74,24.95
1984,3,16,0.73,23.23
1984,3,17,1.37,23.63
1984,3,18,0.0,24.22
1984,3,19,0.02,24.79
1984,3,20,7.44,24.48
1984,3,21,35.13,21.13
1984,3,22,3.57,21.71
1984,3,23,0.25,22.96
1984,3,24,0.03,23.6
1984,3,25,1.78,23.76
1984,3,26,5.77,24.45
1984,3,27,2.88,22.83
1984,3,28,0.34,23.16
1984,3,29,0.04,22.83
1984,3,30,0.01,23.07
1984,3,31,0.69,24.33
1984,4,1,0.07,24.99
1984,4,2,0.03,24.81
1984,4,3,0.0,24.09
1984,4,4,0.0,23.13
1984,4,5,0.02,24.13
1984,4,6,0.13,24.31
1984,4,7,0.38,24.7
1984,4,8,0.48,24.64
1984,4,9,0.09,23.98
1984,4,10,0.0,23.36
1984,4,11,0.0,23.07
1984,4,12,1.16,23.88
1984,4,13,1.42,22.71
1984,4,14,0.52,23.83
1984,4,15,0.11,23.55
1984,4,16,0.01,23.89
1984,4,17,0.01,24.16
1984,4,18,0.0,23.17
1984,4,19,0.0,22.94
1984,4,20,0.01,23.3
1984,4,21,0.0,24.03
1984,4,22,2.61,23.8
1984,4,23,0.06,24.38
1984,4,24,0.11,23.8
1984,4,25,0.92,23.23
1984,4,26,0.04,23.53
1984,4,27,0.0,24.0
1984,4,28,0.0,23.38
1984,4,29,0.0,22.42
1984,4,30,0.0,22.0
1984,5,1,0.0,21.06
1984,5,2,0.0,21.93
1984,5,3,0.0,22.3
1984,5,4,0.0,23.32
1984,5,5,0.0,24.28
1984,5,6,0.46,24.85
1984,5,7,0.2,25.82
1984,5,8,1.22,25.39
1984,5,9,2.68,24.7
1984,5,10,0.81,23.51
1984,5,11,1.67,23.92
1984,5,12,2.81,24.36
1984,5,13,6.08,22.58
1984,5,14,2.4,23.48
1984,5,15,2.01,22.76
1984,5,16,1.07,22.01
1984,5,17,10.82,21.91
1984,5,18,11.63,19.29
1984,5,19,0.46,20.46
1984,5,20,0.09,21.17
1984,5,21,0.03,22.8
1984,5,22,0.44,23.25
1984,5,23,0.84,21.32
1984,5,24,2.74,19.57
1984,5,25,3.87,19.7
1984,5,26,8.7,20.2
1984,5,27,1.46,21.02
1984,5,28,4.1,21.72
1984,5,29,2.53,22.2
1984,5,30,3.42,22.41
1984,5,31,2.68,23.12
1984,6,1,5.77,22.64
1984,6,2,8.16,19.68
1984,6,3,9.58,19.04
