YEAR;MO;DY;QV2M;PRECTOTCORR;T2M;T2MDEW;T2MWET;TS;T2M_RANGE;T2M_MAX;T2M_MIN;PS;WS10M;WS10M_MAX;WS10M_MIN;WS10M_RANGE;WS50M;WS50M_MAX;WS50M_MIN;WS50M_RANGE
2017;4;13;15.99;0.59;28.12;20.61;24.37;29.54;6.36;31.9;25.54;95.39;2.98;5.72;0.98;4.73;3.82;6.17;1.48;4.7
2017;4;14;14.89;1.09;29.56;19.33;24.44;31.41;12.43;35.94;23.51;95.45;1.91;3.26;1.32;1.93;3.02;4.7;1.48;3.23
2017;4;15;9.4;0.0;29.3;11.82;20.56;29.73;12.31;35.69;23.38;95.53;4.32;7.7;1.54;6.16;6.34;9.05;2.76;6.3
2017;4;16;10.31;0.0;30.85;13.41;22.13;32.1;13.82;38.05;24.23;95.41;1.98;4.16;0.93;3.23;2.56;4.73;1.38;3.36
2017;4;17;10.31;0.0;31.48;13.12;22.3;32.67;13.89;38.56;24.67;95.36;2.9;5.38;1.39;3.98;4.38;6.28;2.31;3.97
2017;4;18;14.1;0.05;31.61;18.4;25.01;33.47;10.9;37.01;26.11;95.38;2.12;3.77;0.65;3.12;3.09;4.78;0.92;3.86
2017;4;19;10.74;0.0;33.16;13.06;23.11;34.36;13.27;40.37;27.1;95.25;3.41;6.87;0.88;5.99;4.66;7.84;1.76;6.09
2017;4;20;7.93;0.0;32.04;8.06;20.05;33.32;13.95;39.73;25.78;95.22;4.2;6.59;1.45;5.14;6.12;8.12;2.3;5.81
2017;4;21;12.63;0.0;32.08;16.39;24.23;34.01;13.9;39.44;25.55;95.24;3.57;6.16;1.43;4.73;5.04;6.91;2.25;4.66
2017;4;22;10.5;0.0;32.29;12.51;22.4;34.38;14.72;40.31;25.59;95.24;3.73;5.49;1.34;4.16;5.12;8.03;1.28;6.75
2017;4;23;11.17;0.0;32.96;14.02;23.49;35.4;16.04;41.83;25.8;95.31;4.29;6.09;1.73;4.35;5.73;8.52;2.67;5.85
2017;4;24;12.76;0.0;32.83;16.97;24.9;34.98;12.81;39.37;26.56;95.36;4.38;6.62;2.67;3.96;5.84;8.24;2.8;5.45
2017;4;25;13.24;0.01;32.68;17.48;25.08;35.48;12.55;39.4;26.86;95.35;3.86;6.51;1.26;5.24;5.09;7.59;0.95;6.64
2017;4;26;12.39;0.49;32.87;16.44;24.65;35.84;14.23;40.19;25.95;95.35;3.67;5.49;1.78;3.71;4.88;7.27;2.01;5.27
2017;4;27;12.7;3.75;32.26;16.77;24.51;34.51;11.09;38.54;27.44;95.43;1.84;3.87;0.59;3.28;2.62;5.69;0.66;5.03
2017;4;28;14.04;1.0;32.12;18.1;25.12;34.71;15.09;40.41;25.32;95.41;3.52;5.13;1.06;4.07;4.38;6.27;1.06;5.21
2017;4;29;14.28;0.55;31.8;18.62;25.21;34.48;14.85;39.35;24.5;95.4;3.47;5.54;2.16;3.38;4.73;6.16;1.99;4.16
2017;4;30;13.06;1.44;33.05;17.15;25.09;35.18;13.52;40.76;27.25;95.31;2.73;5.42;1.41;4.01;3.84;7.16;1.29;5.87
2017;5;1;14.71;0.45;31.87;19.08;25.48;34.53;13.45;38.95;25.51;95.31;4.29;5.52;2.45;3.08;5.41;7.2;2.17;5.03
2017;5;2;16.66;5.35;29.11;21.28;25.19;30.13;5.45;32.19;26.74;95.35;4.02;5.59;2.3;3.28;5.19;6.96;2.83;4.14
2017;5;3;16.66;3.78;28.76;21.28;25.02;29.49;7.7;33.01;25.3;95.32;3.0;4.36;1.93;2.43;4.41;6.43;2.47;3.96
2017;5;4;15.87;0.27;29.16;20.48;24.82;30.7;10.54;34.96;24.42;95.36;4.34;6.16;3.21;2.95;5.77;7.18;3.31;3.87
2017;5;5;14.77;0.64;30.23;19.24;24.73;32.06;12.54;37.34;24.8;95.4;3.18;5.14;1.65;3.48;4.36;5.96;1.41;4.55
2017;5;6;16.36;36.19;27.82;20.94;24.38;28.44;6.9;31.75;24.85;95.55;3.84;7.05;2.12;4.92;5.56;8.09;4.48;3.6
2017;5;7;15.87;0.47;29.93;20.4;25.17;30.9;13.01;36.35;23.35;95.4;2.26;4.26;0.66;3.59;3.26;5.35;0.99;4.36
2017;5;8;15.32;0.06;29.72;19.86;24.79;30.41;9.62;35.49;25.87;95.34;2.62;4.5;0.1;4.4;3.61;5.51;0.2;5.3
2017;5;9;16.91;5.92;27.01;21.51;24.26;27.34;6.37;30.37;24.0;95.46;2.46;6.36;0.73;5.63;3.27;7.15;1.26;5.89
2017;5;10;15.87;2.95;27.66;20.46;24.06;28.23;10.56;33.48;22.91;95.46;3.05;6.12;1.22;4.91;4.42;7.11;1.91;5.2
2017;5;11;15.01;0.07;29.71;19.5;24.61;30.52;12.64;36.76;24.12;95.45;2.16;3.61;0.95;2.66;3.38;4.51;1.34;3.16
2017;5;12;14.65;0.01;30.04;19.07;24.55;31.04;13.46;37.4;23.94;95.37;2.85;4.12;1.9;2.23;4.68;7.61;2.04;5.57
2017;5;13;15.87;0.18;29.15;20.44;24.8;30.32;12.1;35.88;23.78;95.37;5.02;6.1;3.37;2.73;6.79;8.43;5.17;3.26
2017;5;14;15.5;0.83;29.45;20.05;24.76;30.8;13.37;36.79;23.42;95.37;4.52;6.38;2.88;3.5;6.32;8.23;4.09;4.14
2017;5;15;17.33;9.6;26.63;21.93;24.28;27.31;6.65;30.41;23.77;95.54;4.37;5.48;2.75;2.73;5.79;7.24;4.36;2.88
2017;5;16;14.71;5.5;26.75;19.2;22.98;27.85;10.04;32.14;22.1;95.66;2.7;4.84;1.01;3.84;3.65;6.73;1.19;5.55
2017;5;17;14.59;0.51;28.55;19.12;23.83;30.17;13.05;35.58;22.53;95.53;3.55;5.64;2.53;3.12;5.3;6.88;2.97;3.91
2017;5;18;16.48;4.51;27.73;21.14;24.44;28.94;9.29;33.11;23.82;95.53;3.24;5.08;2.45;2.62;4.7;5.87;3.19;2.68
2017;5;19;16.97;2.21;28.18;21.58;24.88;28.76;9.04;32.72;23.68;95.56;2.02;3.79;0.7;3.09;3.12;5.09;0.6;4.48
2017;5;20;16.6;1.97;29.33;21.25;25.29;30.26;9.29;34.74;25.45;95.57;2.35;2.96;1.55;1.41;3.8;6.07;1.38;4.7
2017;5;21;17.09;3.11;27.98;21.69;24.83;28.62;9.47;33.63;24.16;95.48;2.44;5.31;0.23;5.09;3.84;6.21;0.57;5.64
2017;5;22;17.03;0.51;28.52;21.58;25.05;29.4;10.9;34.51;23.61;95.42;1.92;2.77;1.14;1.63;3.0;4.31;1.27;3.04
2017;5;23;16.97;0.15;28.82;21.55;25.19;29.43;9.11;33.51;24.4;95.4;1.79;2.45;0.92;1.52;2.66;3.85;0.93;2.92
2017;5;24;17.33;5.09;27.57;21.93;24.75;27.58;5.47;30.65;25.19;95.55;2.42;5.03;0.64;4.39;3.28;5.85;1.02;4.84
2017;5;25;16.11;1.75;27.79;20.73;24.26;28.43;8.33;32.19;23.86;95.62;1.72;2.55;0.51;2.03;2.54;5.31;0.75;4.56
2017;5;26;16.78;8.39;26.34;21.42;23.88;26.9;7.98;31.2;23.22;95.66;3.74;5.38;2.51;2.87;5.35;6.23;4.14;2.09
2017;5;27;15.99;0.1;27.2;20.66;23.93;28.17;11.28;33.4;22.12;95.68;4.12;6.67;2.44;4.23;5.82;7.8;4.47;3.34
2017;5;28;15.5;0.45;29.15;20.12;24.63;30.44;14.08;36.45;22.37;95.61;3.67;5.38;2.94;2.45;5.65;7.61;3.66;3.95
2017;5;29;16.66;8.6;29.3;21.28;25.29;30.34;12.1;35.99;23.89;95.49;4.66;5.82;2.97;2.86;6.61;8.48;4.82;3.66
2017;5;30;18.31;24.7;26.69;22.88;24.78;26.99;6.74;30.4;23.66;95.63;3.92;5.12;2.02;3.09;5.7;7.71;4.16;3.55
2017;5;31;18.01;5.82;26.11;22.62;24.37;26.33;6.2;29.51;23.31;95.75;2.4;3.38;1.63;1.75;3.72;4.95;3.11;1.84
2017;6;1;17.21;3.03;27.12;21.83;24.48;27.5;7.87;31.25;23.38;95.75;2.2;3.81;0.94;2.87;3.37;5.88;1.24;4.63
2017;6;2;15.62;0.85;26.51;20.26;23.39;26.61;6.34;30.08;23.76;95.7;1.8;3.08;0.62;2.45;2.59;3.51;0.78;2.73
2017;6;3;16.3;1.44;27.08;20.97;24.02;27.46;9.44;32.05;22.61;95.66;1.91;3.41;0.62;2.8;2.66;4.04;0.93;3.1
2017;6;4;17.15;1.07;27.08;21.81;24.45;27.85;8.31;31.62;23.32;95.64;1.77;2.54;0.76;1.78;2.37;2.96;1.09;1.88
2017;6;5;17.03;3.09;26.83;21.65;24.24;27.39;8.87;31.9;23.03;95.66;3.12;5.23;1.52;3.71;4.65;6.05;2.97;3.08
2017;6;6;15.99;0.82;28.77;20.61;24.69;29.92;13.05;35.31;22.26;95.55;2.2;4.45;0.13;4.32;3.4;5.48;0.2;5.27
2017;6;7;17.64;4.27;27.4;22.23;24.81;27.99;7.35;31.62;24.27;95.64;3.89;6.36;2.34;4.02;5.62;7.48;4.68;2.8
2017;6;8;17.15;3.04;27.01;21.76;24.39;27.33;7.95;31.51;23.55;95.56;2.32;4.2;1.28;2.91;3.41;5.36;1.27;4.09
2017;6;9;15.75;0.0;29.59;20.33;24.96;30.26;13.62;36.4;22.79;95.39;1.82;2.92;1.1;1.83;2.51;3.71;1.45;2.27
2017;6;10;15.93;0.03;30.88;20.47;25.67;31.6;13.4;37.43;24.03;95.36;1.7;3.52;0.07;3.45;2.47;4.0;0.16;3.84
2017;6;11;17.88;5.26;28.26;22.42;25.34;28.84;6.92;32.13;25.21;95.42;2.88;3.48;2.0;1.49;4.28;6.0;3.25;2.75
2017;6;12;18.62;12.07;26.11;23.11;24.61;26.3;5.33;29.14;23.81;95.47;2.86;4.01;1.48;2.52;4.31;5.47;2.67;2.79
2017;6;13;16.54;6.23;24.87;21.15;23.01;25.35;6.19;28.43;22.24;95.69;2.27;3.35;1.73;1.62;3.53;4.52;2.19;2.33
2017;6;14;16.17;2.28;25.83;20.84;23.33;26.83;10.13;31.34;21.21;95.68;2.68;3.83;1.74;2.09;4.07;5.27;3.19;2.08
2017;6;15;16.11;0.68;28.0;20.73;24.37;28.86;12.23;34.69;22.46;95.52;2.57;3.23;1.89;1.34;4.21;6.24;1.94;4.3
2017;6;16;17.21;0.98;25.75;21.83;23.79;25.98;5.95;28.95;23.01;95.49;4.66;6.12;3.34;2.77;6.45;7.62;4.5;3.12
2017;6;17;15.99;6.76;27.72;20.58;24.15;28.53;11.45;33.98;22.54;95.48;2.92;4.48;1.11;3.37;4.1;6.14;2.1;4.04
2017;6;18;17.21;23.0;25.73;21.8;23.76;26.2;6.64;29.39;22.75;95.57;1.49;2.13;0.1;2.04;2.09;3.29;0.15;3.14
2017;6;19;16.17;1.33;25.52;20.85;23.19;26.12;8.62;30.17;21.55;95.61;2.73;3.86;1.73;2.12;3.98;5.1;3.29;1.81
2017;6;20;15.93;0.82;26.51;20.62;23.56;27.06;10.61;31.89;21.28;95.67;2.21;3.48;1.3;2.17;2.98;3.89;2.02;1.88
2017;6;21;16.42;13.24;25.51;21.12;23.31;25.77;8.35;30.02;21.68;95.72;2.43;4.06;0.58;3.48;3.89;6.34;0.77;5.56
2017;6;22;15.56;1.04;26.14;20.15;23.15;26.49;10.27;31.92;21.65;95.58;1.55;2.05;0.41;1.64;2.27;3.88;0.73;3.16
2017;6;23;17.09;0.7;26.61;21.71;24.15;26.83;8.16;30.68;22.52;95.62;2.11;3.71;1.25;2.46;2.9;4.23;2.03;2.2
2017;6;24;16.85;1.8;26.27;21.49;23.88;26.22;6.79;29.73;22.94;95.67;1.91;3.23;0.25;2.98;2.55;3.79;0.37;3.41
2017;6;25;16.11;0.12;26.94;20.76;23.85;27.29;9.52;31.9;22.38;95.62;2.22;3.52;0.67;2.84;3.09;4.03;0.99;3.04
2017;6;26;16.05;0.1;27.44;20.71;24.08;28.04;11.22;33.48;22.26;95.55;2.03;2.45;1.52;0.92;3.2;4.99;1.55;3.44
2017;6;27;16.97;1.3;27.07;21.62;24.34;27.63;9.92;32.51;22.58;95.57;2.72;3.91;2.09;1.81;4.27;6.67;2.89;3.77
2017;6;28;17.09;4.17;24.93;21.76;23.34;25.1;5.34;27.98;22.65;95.67;2.83;4.46;1.49;2.96;4.2;6.52;2.84;3.67
2017;6;29;16.3;0.33;26.06;20.95;23.51;26.9;9.66;31.37;21.72;95.75;2.15;3.48;1.6;1.88;3.32;5.23;1.56;3.67
2017;6;30;16.36;7.61;27.01;21.01;24.01;27.85;10.51;32.34;21.84;95.67;2.03;3.29;1.1;2.19;3.27;5.54;0.95;4.59
2017;7;1;17.7;23.91;26.03;22.29;24.16;26.24;8.62;30.89;22.28;95.62;3.78;5.68;2.52;3.16;5.87;6.79;5.38;1.41
2017;7;2;17.52;14.22;24.55;22.16;23.36;24.52;5.57;27.64;22.08;95.65;3.53;5.02;1.52;3.49;5.02;6.73;2.73;3.99
2017;7;3;17.4;20.58;24.4;22.04;23.22;24.46;6.3;27.84;21.54;95.72;3.27;5.04;1.8;3.24;5.12;6.44;3.59;2.84
2017;7;4;17.52;19.97;24.73;22.15;23.44;24.88;7.33;28.55;21.22;95.68;3.08;4.94;1.96;2.97;4.68;5.85;3.81;2.04
2017;7;5;17.7;10.72;24.73;22.36;23.54;24.87;5.82;28.12;22.3;95.76;2.95;4.53;1.9;2.64;4.69;5.58;2.8;2.77
2017;7;6;17.03;3.51;24.13;21.7;22.92;24.3;5.72;27.55;21.83;95.86;2.48;3.67;1.41;2.27;3.71;5.59;2.38;3.21
2017;7;7;16.66;1.97;24.36;21.39;22.87;24.52;6.6;27.95;21.35;95.83;2.15;3.04;1.66;1.38;3.38;4.59;2.09;2.5
2017;7;8;17.15;4.84;24.33;21.81;23.07;24.43;6.2;27.4;21.2;95.78;2.34;4.23;0.88;3.35;3.48;5.1;1.44;3.66
2017;7;9;16.85;5.44;23.86;21.52;22.69;24.01;5.98;27.49;21.51;95.78;2.68;3.95;1.74;2.21;4.07;4.59;3.42;1.16
2017;7;10;16.72;5.33;23.72;21.4;22.56;23.79;6.56;27.26;20.7;95.83;2.59;3.86;1.7;2.16;4.05;5.44;3.18;2.26
2017;7;11;16.54;5.12;24.5;21.28;22.89;24.48;7.71;28.63;20.92;95.91;2.13;3.3;0.91;2.39;3.09;3.84;1.32;2.52
2017;7;12;16.6;0.52;24.75;21.33;23.04;25.05;8.72;29.09;20.38;95.88;2.13;2.83;1.3;1.54;3.06;4.2;2.02;2.17
2017;7;13;16.78;2.33;25.2;21.48;23.34;25.14;8.12;29.09;20.98;95.79;1.7;3.48;0.2;3.27;2.63;6.02;0.29;5.73
2017;7;14;17.33;2.33;25.05;22.0;23.52;25.02;6.59;28.44;21.85;95.71;2.45;4.23;0.38;3.85;3.59;5.0;0.55;4.45
2017;7;15;17.33;3.54;25.64;21.94;23.8;25.86;7.95;29.78;21.83;95.65;2.39;4.96;0.9;4.06;3.61;5.88;1.33;4.55
2017;7;16;17.46;1.4;25.72;22.06;23.89;25.89;7.53;29.62;22.08;95.63;1.96;2.61;1.48;1.13;2.92;3.75;2.17;1.59
2017;7;17;18.07;5.18;24.51;22.68;23.59;24.44;4.23;27.05;22.82;95.77;1.69;3.62;0.48;3.14;2.52;4.73;0.7;4.03
2017;7;18;16.11;19.76;24.33;20.81;22.58;24.1;5.7;27.46;21.76;95.96;1.54;3.46;0.18;3.28;2.25;4.41;0.27;4.16
2017;7;19;16.78;1.44;25.38;21.46;23.42;25.64;9.14;29.94;20.8;95.91;1.55;2.3;0.85;1.45;2.4;3.83;0.78;3.05
2017;7;20;17.88;10.92;25.26;22.48;23.87;25.16;7.27;28.87;21.6;95.7;2.95;4.84;1.71;3.12;4.59;5.96;3.1;2.86
2017;7;21;18.07;7.36;24.83;22.63;23.73;24.87;6.27;28.34;22.07;95.58;2.63;3.8;1.9;1.91;4.28;5.33;3.69;1.64
2017;7;22;17.64;11.32;24.55;22.24;23.4;24.75;6.35;28.23;21.88;95.69;2.44;4.36;1.62;2.73;3.67;5.27;2.78;2.49
2017;7;23;17.27;4.96;24.9;21.93;23.41;25.08;8.47;29.3;20.83;95.79;2.95;4.43;1.91;2.52;4.79;5.59;3.54;2.05
2017;7;24;17.52;21.4;24.49;22.15;23.32;24.42;7.13;28.5;21.37;95.74;3.77;5.8;2.47;3.34;6.06;6.92;5.16;1.77
2017;7;25;17.46;10.74;24.26;22.1;23.18;24.26;6.46;27.97;21.51;95.74;3.77;5.99;1.75;4.24;5.65;7.29;3.66;3.62
2017;7;26;17.21;4.01;24.41;21.9;23.15;24.4;6.2;27.66;21.46;95.74;2.65;4.98;1.15;3.84;3.95;6.12;1.83;4.29
2017;7;27;17.03;8.31;24.72;21.66;23.19;24.4;6.57;28.12;21.55;95.71;1.48;2.75;0.46;2.29;2.17;3.83;0.53;3.29
2017;7;28;17.33;7.34;25.6;21.96;23.78;25.36;7.45;30.09;22.64;95.7;1.48;2.77;0.22;2.55;2.23;4.5;0.3;4.2
2017;7;29;16.78;1.97;26.0;21.45;23.73;25.87;8.41;30.23;21.82;95.73;1.52;2.62;0.75;1.87;2.3;3.93;1.09;2.84
2017;7;30;17.58;3.82;25.55;22.19;23.87;25.64;7.84;29.98;22.14;95.66;2.17;2.98;1.55;1.43;3.6;6.31;1.77;4.54
2017;7;31;17.64;15.05;23.78;22.26;23.02;23.66;4.62;26.38;21.76;95.67;3.12;5.12;0.79;4.34;4.73;6.4;1.18;5.22
2017;8;1;16.97;9.26;23.64;21.65;22.65;23.36;4.52;26.12;21.59;95.8;1.77;2.95;0.73;2.22;2.62;3.88;1.13;2.74
2017;8;2;17.09;5.65;25.19;21.76;23.48;25.05;8.34;29.01;20.67;95.86;1.38;2.98;0.09;2.89;1.84;3.39;0.09;3.3
2017;8;3;17.82;20.68;24.21;22.45;23.33;24.17;4.91;27.08;22.17;95.84;2.16;3.29;1.63;1.66;3.49;4.49;2.26;2.23
2017;8;4;17.09;6.12;23.97;21.76;22.87;24.06;5.97;27.28;21.31;95.71;2.48;3.8;1.44;2.37;3.71;5.27;2.53;2.74
2017;8;5;17.03;3.02;24.12;21.71;22.91;24.19;7.32;27.9;20.58;95.76;2.3;3.38;1.43;1.95;3.3;3.91;2.33;1.58
2017;8;6;17.09;4.0;23.55;21.74;22.65;23.58;5.14;26.42;21.29;95.79;2.92;5.41;1.7;3.7;4.38;6.5;3.42;3.08
2017;8;7;16.66;11.5;23.7;21.37;22.53;23.75;6.16;26.93;20.76;95.78;1.95;2.62;1.24;1.38;2.84;3.89;2.01;1.88
2017;8;8;17.03;3.64;24.52;21.67;23.1;24.68;7.84;28.51;20.67;95.8;1.86;2.74;1.2;1.55;2.64;3.91;1.94;1.97
2017;8;9;17.27;5.57;24.72;21.9;23.31;24.87;7.16;28.6;21.44;95.8;2.38;4.34;1.48;2.86;3.73;5.31;1.73;3.59
2017;8;10;17.7;5.44;24.87;22.32;23.6;24.92;7.36;28.89;21.53;95.73;2.71;4.04;1.92;2.12;4.41;5.89;3.56;2.34
2017;8;11;17.15;9.88;23.96;21.81;22.88;23.79;5.41;27.0;21.59;95.7;2.47;4.15;1.54;2.61;3.76;5.45;2.34;3.09
2017;8;12;16.72;8.03;25.37;21.39;23.38;25.03;7.09;28.9;21.83;95.67;1.12;2.84;0.13;2.71;1.43;3.09;0.23;2.87
2017;8;13;16.78;10.78;24.86;21.46;23.15;24.47;5.94;28.05;22.1;95.67;1.73;3.28;0.33;2.95;2.65;4.43;0.41;4.02
2017;8;14;16.91;0.55;24.9;21.53;23.21;24.71;7.43;28.4;20.98;95.62;1.52;2.77;0.25;2.52;2.14;3.35;0.45;2.9
2017;8;15;17.82;3.24;24.54;22.4;23.47;24.49;7.3;28.19;20.89;95.58;2.23;4.03;1.52;2.52;3.49;4.74;1.89;2.85
2017;8;16;17.4;16.02;24.12;22.01;23.07;23.87;4.66;26.87;22.2;95.49;2.18;4.31;0.75;3.56;3.31;5.3;1.05;4.26
2017;8;17;17.03;9.25;23.13;21.65;22.39;23.19;4.32;25.56;21.24;95.49;2.45;4.36;0.96;3.39;3.77;5.46;1.75;3.71
2017;8;18;16.05;0.51;23.44;20.73;22.08;23.48;8.45;27.76;19.31;95.61;2.88;4.69;1.55;3.14;4.3;5.62;2.57;3.05
2017;8;19;17.21;0.31;25.04;21.81;23.42;25.05;8.85;29.8;20.96;95.65;2.38;3.4;1.62;1.77;3.63;4.01;2.75;1.25
2017;8;20;17.52;2.05;25.13;22.11;23.62;24.76;6.36;28.14;21.77;95.63;1.48;2.42;0.22;2.2;2.36;4.21;0.3;3.91
2017;8;21;17.7;6.22;23.96;22.27;23.12;23.73;5.08;26.72;21.64;95.57;2.12;3.09;0.6;2.49;3.24;5.11;0.86;4.25
2017;8;22;16.54;5.23;24.05;21.19;22.62;23.91;6.3;27.11;20.8;95.67;1.63;2.96;0.71;2.25;2.27;3.83;1.05;2.78
2017;8;23;17.21;1.87;24.48;21.85;23.16;24.47;7.3;28.23;20.93;95.63;2.16;3.39;0.76;2.63;3.3;4.66;1.1;3.55
2017;8;24;17.82;2.54;24.55;22.4;23.48;24.43;6.35;27.99;21.63;95.55;2.12;3.38;1.37;2.01;3.39;4.66;2.17;2.48
2017;8;25;17.64;1.5;24.73;22.23;23.48;24.49;6.53;28.25;21.72;95.47;2.51;4.03;1.37;2.66;3.76;5.31;2.13;3.17
2017;8;26;17.21;12.24;24.8;21.85;23.33;24.31;5.83;28.01;22.18;95.57;1.47;2.09;0.39;1.7;2.16;4.15;0.57;3.59
2017;8;27;17.09;6.44;24.02;21.73;22.88;24.09;6.12;27.6;21.48;95.69;2.81;5.35;1.83;3.52;4.52;6.47;2.87;3.61
2017;8;28;17.03;5.69;23.65;21.65;22.65;23.65;6.41;27.36;20.94;95.62;3.15;4.34;2.16;2.17;4.95;5.15;4.76;0.38
2017;8;29;17.21;4.53;23.62;21.83;22.73;23.69;6.13;27.08;20.95;95.57;2.86;4.61;1.59;3.02;4.55;5.45;3.24;2.21
2017;8;30;17.33;3.89;23.28;21.98;22.62;23.15;4.14;25.76;21.62;95.61;3.02;5.06;1.7;3.37;4.8;6.4;3.31;3.09
2017;8;31;17.09;4.8;23.61;21.73;22.67;23.44;6.14;26.9;20.77;95.75;2.37;3.48;1.26;2.22;3.73;5.05;2.11;2.95
2017;9;1;16.91;0.71;24.82;21.58;23.19;24.94;9.68;29.78;20.11;95.72;2.54;3.21;1.83;1.38;3.95;6.05;3.22;2.84
2017;9;2;17.76;1.64;23.9;22.35;23.12;23.76;4.88;26.82;21.94;95.68;3.56;5.74;2.19;3.55;5.62;7.11;4.38;2.73
2017;9;3;16.91;3.42;23.98;21.58;22.77;24.01;6.7;27.66;20.97;95.65;2.38;3.69;1.41;2.27;3.52;4.3;2.4;1.9
2017;9;4;16.85;10.83;24.05;21.51;22.77;24.11;6.28;27.68;21.39;95.73;2.05;3.14;0.62;2.52;3.21;5.01;0.99;4.02
2017;9;5;16.42;3.66;24.3;21.1;22.69;24.48;7.71;28.44;20.73;95.83;1.45;2.18;0.63;1.55;2.16;2.85;0.9;1.95
2017;9;6;16.85;3.8;24.58;21.48;23.02;24.51;7.59;29.0;21.41;95.77;1.6;2.68;0.35;2.33;2.4;3.89;0.6;3.29
2017;9;7;17.46;6.57;24.32;22.06;23.19;24.33;6.39;28.2;21.81;95.64;2.77;4.97;1.56;3.41;4.3;5.99;2.66;3.33
2017;9;8;16.3;23.35;23.37;21.0;22.19;23.01;5.37;26.94;21.57;95.78;2.44;4.41;0.38;4.05;3.45;5.92;0.54;5.38
2017;9;9;15.87;0.24;24.49;20.51;22.51;23.68;8.7;28.43;19.73;95.73;0.88;1.66;0.08;1.58;1.12;1.83;0.13;1.7
2017;9;10;16.17;0.23;25.8;20.8;23.3;25.33;10.13;30.97;20.84;95.57;1.41;2.17;0.91;1.27;1.92;3.22;0.95;2.27
2017;9;11;17.4;0.6;25.88;22.01;23.95;25.39;7.07;29.65;22.58;95.56;1.84;3.73;0.8;2.93;2.48;4.41;1.22;3.19
2017;9;12;17.7;1.65;24.73;22.29;23.51;24.49;6.77;28.55;21.78;95.59;2.86;4.66;1.91;2.74;4.55;5.7;3.43;2.27
2017;9;13;17.52;3.64;24.57;22.12;23.34;24.58;7.41;28.8;21.39;95.64;2.48;3.21;2.06;1.15;4.22;5.41;2.52;2.91
2017;9;14;17.58;3.35;24.4;22.18;23.29;24.26;5.98;27.73;21.75;95.7;2.5;4.03;1.44;2.59;3.99;5.69;2.39;3.3
2017;9;15;16.66;7.14;24.76;21.33;23.05;24.3;5.66;27.92;22.26;95.71;1.28;2.13;0.25;1.88;1.95;3.65;0.38;3.27
2017;9;16;16.78;6.33;25.02;21.41;23.22;24.84;8.67;29.05;20.37;95.66;1.8;2.8;0.91;1.89;2.54;3.62;1.37;2.26
2017;9;17;17.03;13.13;24.86;21.73;23.3;24.78;6.62;28.17;21.56;95.81;1.41;2.1;0.47;1.63;2.13;3.5;0.41;3.09
2017;9;18;16.78;3.73;25.06;21.44;23.25;25.2;9.23;29.69;20.46;95.78;1.52;2.7;1.02;1.68;2.22;3.62;0.98;2.65
2017;9;19;17.7;7.69;25.57;22.3;23.94;25.53;7.1;29.37;22.26;95.73;1.54;2.2;0.95;1.24;2.41;4.7;1.34;3.35
2017;9;20;17.58;10.13;24.19;22.19;23.19;24.25;6.07;27.71;21.65;95.7;2.91;4.9;1.23;3.67;4.36;6.12;2.1;4.02
2017;9;21;17.09;0.46;25.73;21.73;23.73;25.39;10.24;30.75;20.51;95.7;1.59;3.06;0.62;2.45;2.16;3.55;0.91;2.65
2017;9;22;17.7;7.81;25.94;22.29;24.12;25.37;6.34;29.42;23.08;95.64;1.64;3.15;0.35;2.8;2.39;4.55;0.51;4.04
2017;9;23;17.46;7.0;25.35;22.1;23.73;25.15;6.98;29.3;22.31;95.76;1.9;3.47;0.47;3.0;3.02;5.02;0.67;4.35
2017;9;24;16.78;4.63;25.23;21.44;23.33;24.24;5.91;28.11;22.19;95.72;1.05;2.52;0.15;2.38;1.31;2.88;0.21;2.67
2017;9;25;16.91;7.08;25.58;21.53;23.55;25.26;8.37;29.82;21.46;95.61;1.43;2.56;0.73;1.84;1.9;2.84;1.12;1.73
2017;9;26;17.33;2.56;25.51;21.9;23.71;25.29;7.89;29.68;21.79;95.49;1.52;2.29;0.71;1.58;2.19;3.05;0.75;2.3
2017;9;27;17.76;3.37;25.19;22.33;23.76;24.8;6.65;29.08;22.44;95.56;2.38;4.4;1.34;3.06;3.41;5.34;2.16;3.19
2017;9;28;17.27;3.87;24.74;21.88;23.31;24.78;8.27;29.33;21.05;95.65;1.7;2.31;0.69;1.62;2.72;4.86;0.6;4.26
2017;9;29;17.46;10.38;24.12;22.09;23.11;24.01;6.55;27.79;21.24;95.66;2.7;4.43;1.66;2.77;4.34;5.62;3.02;2.6
2017;9;30;16.91;3.42;24.74;21.57;23.15;24.32;7.27;28.5;21.22;95.64;1.59;2.72;0.61;2.11;2.22;3.48;0.89;2.59
2017;10;1;16.97;0.21;25.7;21.61;23.65;25.17;8.59;30.52;21.93;95.59;1.73;3.04;0.84;2.2;2.34;3.73;1.24;2.48
2017;10;2;16.17;1.12;26.42;20.81;23.62;25.62;11.45;32.15;20.7;95.45;1.72;2.46;0.64;1.82;2.41;3.35;0.48;2.88
2017;10;3;17.33;6.45;25.71;21.87;23.79;25.21;8.77;30.7;21.93;95.44;1.89;3.16;0.96;2.2;2.88;4.64;1.38;3.27
2017;10;4;17.76;3.52;24.92;22.34;23.63;24.54;5.95;28.08;22.13;95.61;1.88;3.12;0.79;2.34;2.93;4.88;1.19;3.69
